ID,Título,Autores,Ano,Jornal/Conferência,DOI,Abstract,Keywords,ISSN,Affiliation,Base,texto_completo,topico_dominante,probabilidade_topico
Gjeldum202581,Evaluation of the self-study modules developed in ExCurS project,"Gjeldum, Nikola and Bilić, Boženko and Mladineo, Marko and Crnjac Žižić, Marina and Aljinović, Amanda",2025,Mechanical Technology and Structural Materials,,"The Industry 4.0/5.0 era implies acquirement of new knowledge on digital, process improvement based on lean methodology technologies and digital transformation, sustainability and green approaches in the business. It represents significant effort for the enterprises to acquire all this knowledge, especially for small and medium-sized enterprises. Therefore, ExCurS project was initiated to bridge this knowledge gap by developing On-line platform with Self Assessment Tool, Concept of blended learning and Complementary resources. One of the most important aspects of this platform is more than 50 self-study modules that have been developed in the project. This paper uses scientific methodology of questionnaire to evaluate a dozen of self-study modules in a kind of validation process. Large sample of participants has been interviewed on the success rate of acquiring the knowledge of the self-study modules they’ve been learning. The results of analysis of 12 self-study modules are presented in this paper. © 2025 Croatian Society for Mechanical Technologies. All rights reserved.",,,,Scopus,"Evaluation of the self-study modules developed in ExCurS project The Industry 4.0/5.0 era implies acquirement of new knowledge on digital, process improvement based on lean methodology technologies and digital transformation, sustainability and green approaches in the business. It represents significant effort for the enterprises to acquire all this knowledge, especially for small and medium-sized enterprises. Therefore, ExCurS project was initiated to bridge this knowledge gap by developing On-line platform with Self Assessment Tool, Concept of blended learning and Complementary resources. One of the most important aspects of this platform is more than 50 self-study modules that have been developed in the project. This paper uses scientific methodology of questionnaire to evaluate a dozen of self-study modules in a kind of validation process. Large sample of participants has been interviewed on the success rate of acquiring the knowledge of the self-study modules they’ve been learning. The results of analysis of 12 self-study modules are presented in this paper. © 2025 Croatian Society for Mechanical Technologies. All rights reserved.",1,0.7620004415512085
Awasthi2025,Sustainable Synergy: Transforming the Textile Sector by Leveraging Industry 5.0 Enablers,"Awasthi, Kanchan and Padwekar, Krunal and Shamim, Khalid and Misra, Subhas Chandra",2025,Sustainable Development,10.1002/sd.70336,"Industry 5.0 provides a promising approach to the textile sector to tackle pressing sustainability challenges, including greenhouse gas emissions and inefficient production practices. Despite its potential, Industry 5.0 implementation remains in its early stages in the textile sector. This study identifies key criteria and enablers essential for Industry 5.0 implementation in the textile sector. Through an extensive literature review and validation by 16 Indian textile experts, 8 criteria and 15 enablers were analyzed. An integrated spherical fuzzy-based Stepwise Weight Assessment Ratio Analysis (SFS-SWARA) and Additive Ratio Assessment (SFS-ARAS) approach was used for analysis. Findings highlight Corporate Social Responsibility, Lean Approach, and Sustainable Thinking as crucial criteria, while Internet of Everything, Cyber-Physical Production Systems, and Collaborative Robots serve as primary enablers. Sensitivity analysis supports the robustness of these results. By providing actionable insights, this study equips textile organizations with knowledge to strategically embrace Industry 5.0, driving sustainable transformation in an evolving industrial landscape. © 2025 ERP Environment and John Wiley & Sons Ltd.",,,,Scopus,"Sustainable Synergy: Transforming the Textile Sector by Leveraging Industry 5.0 Enablers Industry 5.0 provides a promising approach to the textile sector to tackle pressing sustainability challenges, including greenhouse gas emissions and inefficient production practices. Despite its potential, Industry 5.0 implementation remains in its early stages in the textile sector. This study identifies key criteria and enablers essential for Industry 5.0 implementation in the textile sector. Through an extensive literature review and validation by 16 Indian textile experts, 8 criteria and 15 enablers were analyzed. An integrated spherical fuzzy-based Stepwise Weight Assessment Ratio Analysis (SFS-SWARA) and Additive Ratio Assessment (SFS-ARAS) approach was used for analysis. Findings highlight Corporate Social Responsibility, Lean Approach, and Sustainable Thinking as crucial criteria, while Internet of Everything, Cyber-Physical Production Systems, and Collaborative Robots serve as primary enablers. Sensitivity analysis supports the robustness of these results. By providing actionable insights, this study equips textile organizations with knowledge to strategically embrace Industry 5.0, driving sustainable transformation in an evolving industrial landscape. © 2025 ERP Environment and John Wiley & Sons Ltd.",1,0.7859792709350586
Teodecki20251206,Supervisory Control and Data Acquisition Systems for Utilities in the Dawn of Industry 5.0,"Teodecki, William and Darayi, Mohamad",2025,,10.21872/2025IISE_6716,"Supervisory Control and Data Acquisition (SCADA) systems are essential for the operation of distributed industrial processes owned/operated by utilities i.e. water systems or electrical grids. While the primary function of SCADA is to monitor and control physical processes, SCADA also performs secondary functions that are critical to continuous operation and improvement of the overarching physical processes. SCADA systems contextualize real-time data to inform decision-making, alert stakeholders to potential issues, and mitigate downtime via situational awareness. Beyond contextualization of process data, SCADA systems are a critical component of analysis and utilization of real-time process data for intelligence and optimization. When designed appropriately, SCADA system architecture facilitates comparison of real-time data to historical data and/or process models, enabling capability for dynamic process control changes to optimize system performance in real-time. Additionally, SCADA Systems are composed of many interconnected components commonly organized by geographical regions, process control areas, and/or digital zones. As industrial processes become more complex and technology advances, new challenges and opportunities emerge, necessitating that SCADA systems are designed not only to optimize performance but also to enhance resilience, and safeguard against physical and cyber threats. This paper examines the evolution of SCADA systems, explores current state and future trajectories, and applies a requirements-based system development lifecycle (SDLC) that ensures Verification, Validation, Testing, and Training activities are embedded throughout the SDLC. © 2025 IISE Annual Conference and Expo 2025, Conference Proceedings. All rights reserved.",Automation; Cybersecurity; Decision making; Embedded systems; Geographical regions; Industry 4.0; Real time systems; SCADA systems; Control and data acquisition systems; Cyber security; Industrial processs; Industry 5.0; Physical process; Process data; Real-time data; Supervisory control and data acquisition; System development; Water system; Process control,,,Scopus,"Supervisory Control and Data Acquisition Systems for Utilities in the Dawn of Industry 5.0 Supervisory Control and Data Acquisition (SCADA) systems are essential for the operation of distributed industrial processes owned/operated by utilities i.e. water systems or electrical grids. While the primary function of SCADA is to monitor and control physical processes, SCADA also performs secondary functions that are critical to continuous operation and improvement of the overarching physical processes. SCADA systems contextualize real-time data to inform decision-making, alert stakeholders to potential issues, and mitigate downtime via situational awareness. Beyond contextualization of process data, SCADA systems are a critical component of analysis and utilization of real-time process data for intelligence and optimization. When designed appropriately, SCADA system architecture facilitates comparison of real-time data to historical data and/or process models, enabling capability for dynamic process control changes to optimize system performance in real-time. Additionally, SCADA Systems are composed of many interconnected components commonly organized by geographical regions, process control areas, and/or digital zones. As industrial processes become more complex and technology advances, new challenges and opportunities emerge, necessitating that SCADA systems are designed not only to optimize performance but also to enhance resilience, and safeguard against physical and cyber threats. This paper examines the evolution of SCADA systems, explores current state and future trajectories, and applies a requirements-based system development lifecycle (SDLC) that ensures Verification, Validation, Testing, and Training activities are embedded throughout the SDLC. © 2025 IISE Annual Conference and Expo 2025, Conference Proceedings. All rights reserved.",1,0.7972052097320557
Yu2025,Meta-X design: from tools to partners in human–machine co–creation for industry 5.0,"Yu, Chunyang and Yan, Tianxin and Chen, Yue",2025,Journal of Engineering Design,10.1080/09544828.2025.2571005,"The advent of Industry 5.0, emphasising human–centricity, sustainability, and resilience, is reshaping Industrial Design (ID) and fostering the rise of Human–Machine Co–creation (HMCr). In this paradigm, machines are envisioned not merely as tools but as collaborators. However, current HMCr systems remain constrained by cognitive misalignment and unstable control, limiting the realisation of genuine human–machine partnership. To address these challenges, this paper introduces Meta–X Design (MXD), a dynamic framework for ID 5.0. MXD integrates intelligent capabilities, meta–design principles, and human–centred values to achieve cognitive synergy. At its core lies a four–layer architecture–Infrastructure, Model, Cognitive, and Application–designed to elevate AI from a functional assistant to an active creative partner. Specifically, this study (i) reviews advances in human–machine collaboration, (ii) identifies unresolved gaps in cognitive alignment and adaptive control, and (iii) presents the MXD framework as a pathway toward next–generation design ecosystems. Ultimately, by linking conceptual innovation with practical implementation, MXD establishes a foundation for design futures where humans and machines collaboratively drive transformative solutions. © 2025 Informa UK Limited, trading as Taylor & Francis Group.",Adaptive control systems; Cognitive systems; Man machine systems; Product design; 'current; Co-creation; Collaborative design; Design Principles; Dynamic framework; Human centricities; Human-machine; Human-machine co-creation; Industry 5.0; Meta-design; Alignment,,,Scopus,"Meta-X design: from tools to partners in human–machine co–creation for industry 5.0 The advent of Industry 5.0, emphasising human–centricity, sustainability, and resilience, is reshaping Industrial Design (ID) and fostering the rise of Human–Machine Co–creation (HMCr). In this paradigm, machines are envisioned not merely as tools but as collaborators. However, current HMCr systems remain constrained by cognitive misalignment and unstable control, limiting the realisation of genuine human–machine partnership. To address these challenges, this paper introduces Meta–X Design (MXD), a dynamic framework for ID 5.0. MXD integrates intelligent capabilities, meta–design principles, and human–centred values to achieve cognitive synergy. At its core lies a four–layer architecture–Infrastructure, Model, Cognitive, and Application–designed to elevate AI from a functional assistant to an active creative partner. Specifically, this study (i) reviews advances in human–machine collaboration, (ii) identifies unresolved gaps in cognitive alignment and adaptive control, and (iii) presents the MXD framework as a pathway toward next–generation design ecosystems. Ultimately, by linking conceptual innovation with practical implementation, MXD establishes a foundation for design futures where humans and machines collaboratively drive transformative solutions. © 2025 Informa UK Limited, trading as Taylor & Francis Group.",1,0.8912396430969238
Garg2025,Next-generation logistics management: incorporating Industry 5.0 aspects in logistics outsourcing,"Garg, Vikrant and Verma, Priyanka and Das, Debabrata",2025,International Journal of Logistics Research and Applications,10.1080/13675567.2025.2571693,"In today’s competitive environment, outsourcing logistics operations has become an important strategy because of its multiple benefits. Global uncertainties like pandemics, trade wars, and climate change underscore the need for robust, resilient supply chains, prompting researchers to explore Industry 5.0. This research proposes a novel framework for selecting logistics service providers by integrating Industry 5.0 principles. It comprises a literature review and industry experts’ insights to identify the key criteria based on Industry 5.0 for the proposed framework. The study employs a hybrid methodology, combining fuzzy decision-making and Bayesian probabilistic techniques to prioritise the criteria, followed by a real-life case study in the Indian cement industry to validate the framework’s applicability. Findings recommend that sustainability and human-centricity are the most critical dimensions and must be incorporated into policies by decision-makers. The framework enables organisations to make data-driven decisions, enhancing supply chain adaptability while focusing on social cohesion and zero-carbon solutions. © 2025 Informa UK Limited, trading as Taylor & Francis Group.",,,,Scopus,"Next-generation logistics management: incorporating Industry 5.0 aspects in logistics outsourcing In today’s competitive environment, outsourcing logistics operations has become an important strategy because of its multiple benefits. Global uncertainties like pandemics, trade wars, and climate change underscore the need for robust, resilient supply chains, prompting researchers to explore Industry 5.0. This research proposes a novel framework for selecting logistics service providers by integrating Industry 5.0 principles. It comprises a literature review and industry experts’ insights to identify the key criteria based on Industry 5.0 for the proposed framework. The study employs a hybrid methodology, combining fuzzy decision-making and Bayesian probabilistic techniques to prioritise the criteria, followed by a real-life case study in the Indian cement industry to validate the framework’s applicability. Findings recommend that sustainability and human-centricity are the most critical dimensions and must be incorporated into policies by decision-makers. The framework enables organisations to make data-driven decisions, enhancing supply chain adaptability while focusing on social cohesion and zero-carbon solutions. © 2025 Informa UK Limited, trading as Taylor & Francis Group.",1,0.9118126630783081
Antonova2025359,DIGITAL TRANSFORMATION OF THE FORESTRY SECTOR IN THE CONTEXT OF INDUSTRY 5.0,"Antonova, Katya",2025,,,"Digital transformation in the context of Industry 5.0 is a topical aspect in the development of the forestry sector. The implementation of new technologies such as artificial intelligence, Internet of Things, satellite surveillance, blockchain technologies, geographic information systems, drones, etc. enable sustainable management of forest ecosystems. Collaboration between smart forest management technologies and humans support decision-making, provide transparency and traceability, and machine learning and predictive analytics improve forest resource management. This study analyzes the innovative approaches to digitalization of the forest sector in Bulgaria, examining both the advantages and the challenges to their implementation. The successful integration of digital technologies in forestry in the context of Industry 5.0 requires a balance between automation and expert management, as well as effective regulatory policies and cooperation between the public and private sectors. © 2025 WoodEMA 2025 - Wood For The Future: Integrating Sustainability Across Industries, Proceedings of Scientific Papers. All rights reserved.",Artificial intelligence; Ecosystems; Industry 4.0; Information management; Information systems; Learning systems; Predictive analytics; Sustainable development; Timber; Block-chain; Digital transformation; Forest ecosystem; Forestry sector; Geographic information; Industry 5.0; Management technologies; Smart technology; Sustainable management; Technology support; Forestry,,,Scopus,"DIGITAL TRANSFORMATION OF THE FORESTRY SECTOR IN THE CONTEXT OF INDUSTRY 5.0 Digital transformation in the context of Industry 5.0 is a topical aspect in the development of the forestry sector. The implementation of new technologies such as artificial intelligence, Internet of Things, satellite surveillance, blockchain technologies, geographic information systems, drones, etc. enable sustainable management of forest ecosystems. Collaboration between smart forest management technologies and humans support decision-making, provide transparency and traceability, and machine learning and predictive analytics improve forest resource management. This study analyzes the innovative approaches to digitalization of the forest sector in Bulgaria, examining both the advantages and the challenges to their implementation. The successful integration of digital technologies in forestry in the context of Industry 5.0 requires a balance between automation and expert management, as well as effective regulatory policies and cooperation between the public and private sectors. © 2025 WoodEMA 2025 - Wood For The Future: Integrating Sustainability Across Industries, Proceedings of Scientific Papers. All rights reserved.",1,0.9280098676681519
Volpe20251048,HYDROTHERMAL CARBONIZATION OF CITRUS WASTES: HYDROCHARS PROPERTIES AND HYDROGEN PRODUCTION VIA PHOTOCATALYTIC REFORMING OF PROCESS WATER,"Volpe, Maurizio and Picone, Antonio and Umair, Muhammad and Bellardita, Marianna and Messineo, Antonio",2025,European Biomass Conference and Exhibition Proceedings,,"This study investigates hydrothermal carbonization (HTC) of citrus wastes to obtain high energy dense hydrochars to be valorized as solid biofuels while producing hydrogen via photocatalytic reforming of HTC process water (PW). The study examines HTC of lemon (LP) and grapefruit (GP) peel waste at temperature between 180 and 260 °C, residence time of 0.5 h and solid/biomass ratio of 10%. LP and GP hydrochars are characterized in terms of mass yields, energy and chemical properties via proximate and elemental analysis, surface morphology via FTIR ATR, calorific values, combustion properties via thermogravimetry analysis. Results show that hydrochars high calorific values (HHVs) increase up to about 26.3 and 26.5 MJ/kg for LP and GP hydrochars at 260 °C, respectively. HTC process waters (PWs) are characterized in terms of pH, total organic carbon (TOC), chemical composition via HPLC. Photocatalytic reforming of LP and GP PWs, using Pt-TiO<inf>2</inf> under UV light, shows the production of H2 with a concentration ranging between 0.13 and 0.30 mM depending on the starting material and HTC temperature. The present study demonstrates that HTC could lead to a complete valorization, in terms of renewable energy sources, of process residues ensuring economic circularity and sustainability of the citrus juice industry. © 2025, ETA-Florence Renewable Energies. All rights reserved.",Calorific value; Carbonization; Citrus fruits; Fruit juices; Hydrogen production; Morphology; Organic carbon; Renewable energy; Surface morphology; Thermochemistry; Waste incineration; Water; Carbonization process; Citrus wastes; Energy; Hydrothermal carbonization; Photo-catalytic; Photocatalytic conversion; Photocatalytic reforming; Process water; Property; Thermochemical Conversion; Thermogravimetric analysis,,,Scopus,"HYDROTHERMAL CARBONIZATION OF CITRUS WASTES: HYDROCHARS PROPERTIES AND HYDROGEN PRODUCTION VIA PHOTOCATALYTIC REFORMING OF PROCESS WATER This study investigates hydrothermal carbonization (HTC) of citrus wastes to obtain high energy dense hydrochars to be valorized as solid biofuels while producing hydrogen via photocatalytic reforming of HTC process water (PW). The study examines HTC of lemon (LP) and grapefruit (GP) peel waste at temperature between 180 and 260 °C, residence time of 0.5 h and solid/biomass ratio of 10%. LP and GP hydrochars are characterized in terms of mass yields, energy and chemical properties via proximate and elemental analysis, surface morphology via FTIR ATR, calorific values, combustion properties via thermogravimetry analysis. Results show that hydrochars high calorific values (HHVs) increase up to about 26.3 and 26.5 MJ/kg for LP and GP hydrochars at 260 °C, respectively. HTC process waters (PWs) are characterized in terms of pH, total organic carbon (TOC), chemical composition via HPLC. Photocatalytic reforming of LP and GP PWs, using Pt-TiO<inf>2</inf> under UV light, shows the production of H2 with a concentration ranging between 0.13 and 0.30 mM depending on the starting material and HTC temperature. The present study demonstrates that HTC could lead to a complete valorization, in terms of renewable energy sources, of process residues ensuring economic circularity and sustainability of the citrus juice industry. © 2025, ETA-Florence Renewable Energies. All rights reserved.",3,0.8177177906036377
Nicoletti2025,Warehouse 5.0 framework for a warehouse compatible with industry 5.0,"Nicoletti, Bernardo and Appolloni, Andrea",2025,International Journal of Logistics Research and Applications,10.1080/13675567.2025.2565224,"This paper explores the concept of Warehouse 5.0, focusing on the digital transformation of warehousing rather than traditional logistics and supply chain approaches. It explores how artificial intelligence can revolutionize warehousing through three key pillars: human-centricity, sustainability, and resilience. The research aims to develop a comprehensive framework for implementing resource-efficient and sustainable warehousing practices within the Industry 5.0 paradigm. The study creates an innovative framework that leverages AI algorithms as a transformative technology by analyzing industry case studies and stakeholder insights. The paper first sets out the theoretical foundations of Warehouse 5.0 and its importance for modern organizations’ key drivers of digital transformation. It then presents functional and technical frameworks for implementing AI in Warehouse 5.0. The study concludes with an analysis of the development of the European warehousing sector based on interviews with stakeholders and surveys, highlighting current industry trends and practices. © 2025 Informa UK Limited, trading as Taylor & Francis Group.",,,,Scopus,"Warehouse 5.0 framework for a warehouse compatible with industry 5.0 This paper explores the concept of Warehouse 5.0, focusing on the digital transformation of warehousing rather than traditional logistics and supply chain approaches. It explores how artificial intelligence can revolutionize warehousing through three key pillars: human-centricity, sustainability, and resilience. The research aims to develop a comprehensive framework for implementing resource-efficient and sustainable warehousing practices within the Industry 5.0 paradigm. The study creates an innovative framework that leverages AI algorithms as a transformative technology by analyzing industry case studies and stakeholder insights. The paper first sets out the theoretical foundations of Warehouse 5.0 and its importance for modern organizations’ key drivers of digital transformation. It then presents functional and technical frameworks for implementing AI in Warehouse 5.0. The study concludes with an analysis of the development of the European warehousing sector based on interviews with stakeholders and surveys, highlighting current industry trends and practices. © 2025 Informa UK Limited, trading as Taylor & Francis Group.",1,0.9677987098693848
Gargari2025,Synergizing industry 5.0 development factors into sustainable circular closed-loop supply chains through a hybrid approach: Case studies,"Gargari, Farnaz Javadi and Saeidi-Mobarakeh, Z. and Amoozad-Khalili, Hossein",2025,"Environment, Development and Sustainability",10.1007/s10668-025-06835-8,"This study develops an integrated framework that aligns supply chain networks with sustainable practices under the advanced technological landscape of Industry 5.0. The model incorporates Industry 5.0 development factors, sustainability objectives, and circular closed-loop supply chain principles, targeting cost reduction, enhanced technology utilization, improved sustainability performance, and optimized closed-loop processes. A hybrid Multi-Objective Evolutionary Algorithm (MOEA) combining NSGA-IV, SMS-EMOA, and ε-MOEA is developed to solve this complex optimization problem. Comprehensive validation using 28 real-world industrial cases (2019–2023) demonstrates the algorithm’s effectiveness, achieving cost reductions of 15% in small-scale, 12% in medium-scale, and 10% in large-scale implementations. Additionally, the algorithm assesses Generational Distance (GD), Hypervolume (HV), Error Ratio (ER), and Overall Non-Dominated Vector Generation (ONVG) in this context. The results reveal significant improvements including 22% better GD indicating enhanced convergence, 19% greater HV coverage reflecting improved diversity, 31% lower ER demonstrating higher accuracy, and 27% higher ONVG confirming superior solution spread. The framework maintains robust performance with solution quality stability within 8% under operational variations including ±20% budget fluctuations and ± 10% mutation rate ranges. These findings provide both theoretical advancements in multi-objective optimization and practical decision-support tools for implementing sustainable Industry 5.0 supply chains, demonstrating effective balance between economic, technological and environmental objectives in complex operational environments. © The Author(s), under exclusive licence to Springer Nature B.V. 2025.",,,,Scopus,"Synergizing industry 5.0 development factors into sustainable circular closed-loop supply chains through a hybrid approach: Case studies This study develops an integrated framework that aligns supply chain networks with sustainable practices under the advanced technological landscape of Industry 5.0. The model incorporates Industry 5.0 development factors, sustainability objectives, and circular closed-loop supply chain principles, targeting cost reduction, enhanced technology utilization, improved sustainability performance, and optimized closed-loop processes. A hybrid Multi-Objective Evolutionary Algorithm (MOEA) combining NSGA-IV, SMS-EMOA, and ε-MOEA is developed to solve this complex optimization problem. Comprehensive validation using 28 real-world industrial cases (2019–2023) demonstrates the algorithm’s effectiveness, achieving cost reductions of 15% in small-scale, 12% in medium-scale, and 10% in large-scale implementations. Additionally, the algorithm assesses Generational Distance (GD), Hypervolume (HV), Error Ratio (ER), and Overall Non-Dominated Vector Generation (ONVG) in this context. The results reveal significant improvements including 22% better GD indicating enhanced convergence, 19% greater HV coverage reflecting improved diversity, 31% lower ER demonstrating higher accuracy, and 27% higher ONVG confirming superior solution spread. The framework maintains robust performance with solution quality stability within 8% under operational variations including ±20% budget fluctuations and ± 10% mutation rate ranges. These findings provide both theoretical advancements in multi-objective optimization and practical decision-support tools for implementing sustainable Industry 5.0 supply chains, demonstrating effective balance between economic, technological and environmental objectives in complex operational environments. © The Author(s), under exclusive licence to Springer Nature B.V. 2025.",1,0.672447919845581
Díaz-Sainz2025319,Performance and Challenges in the Implementation of Polymeric Hollow Fiber Membranes for CO2 Capture from Textile Industry Emissions,"Díaz-Sainz, Guillermo and Arias-Lugo, Stephanie and Gómez-Coma, Lucía and Irabien, Angel",2025,Chemical Engineering Transactions,10.3303/CET25118054,"Global warming and climate change are strongly associated with industrial production and fossil fuel consumption, as these are major contributors to CO<inf>2</inf> emissions. Despite global efforts to promote industrial sustainability, substantial emissions persist, leading to a rising CO2 concentration in the atmosphere. To mitigate these emissions, CO<inf>2</inf> capture, storage, and utilization strategies are extensively studied in the last years. Among various CO<inf>2</inf> capture technologies, polymeric membranes have gained attention due to their high efficiency, selectivity, and competitive market advantages. However, their scalability for high industrial flow rates remains a challenge due to the low technology readiness level (TRL) of current systems. This study investigates a novel CO<inf>2</inf> capture system employing polymeric hollow fiber membranes (Airrane Co Ltd, PermSelect®, and UBE Corporation Europe). The system was tested in a laboratory-scale setup using real industrial emissions from the textile industry, with CO<inf>2</inf> concentrations ranging from 0.5% to 6%. Textile industry gas streams with 0.5% CO<inf>2</inf> exhibited low permeate flux (maximum 8.5 cm<sup>3·cm-2·s-1),</sup> with minimal pressure influence. However, when the highest concentration was tested with 7% CO<inf>2</inf>, the UBE membrane demonstrated promising performance, achieving a CO<inf>2</inf> permeance of 84.0 GPU and selectivities of 21.8 (CO<inf>2</inf>/N<inf>2</inf>) and 3.6 (CO<inf>2</inf>/O<inf>2</inf>). Overall, this study demonstrates the feasibility of CO<inf>2</inf> capture using polymeric membranes. The results highlight the need for advanced materials and improved system configurations to enhance CO<inf>2</inf> purity and efficiency, laying the foundation for future industrial-scale applications. © © 2025, AIDIC Servizi S.r.l.",,,,Scopus,"Performance and Challenges in the Implementation of Polymeric Hollow Fiber Membranes for CO2 Capture from Textile Industry Emissions Global warming and climate change are strongly associated with industrial production and fossil fuel consumption, as these are major contributors to CO<inf>2</inf> emissions. Despite global efforts to promote industrial sustainability, substantial emissions persist, leading to a rising CO2 concentration in the atmosphere. To mitigate these emissions, CO<inf>2</inf> capture, storage, and utilization strategies are extensively studied in the last years. Among various CO<inf>2</inf> capture technologies, polymeric membranes have gained attention due to their high efficiency, selectivity, and competitive market advantages. However, their scalability for high industrial flow rates remains a challenge due to the low technology readiness level (TRL) of current systems. This study investigates a novel CO<inf>2</inf> capture system employing polymeric hollow fiber membranes (Airrane Co Ltd, PermSelect®, and UBE Corporation Europe). The system was tested in a laboratory-scale setup using real industrial emissions from the textile industry, with CO<inf>2</inf> concentrations ranging from 0.5% to 6%. Textile industry gas streams with 0.5% CO<inf>2</inf> exhibited low permeate flux (maximum 8.5 cm<sup>3·cm-2·s-1),</sup> with minimal pressure influence. However, when the highest concentration was tested with 7% CO<inf>2</inf>, the UBE membrane demonstrated promising performance, achieving a CO<inf>2</inf> permeance of 84.0 GPU and selectivities of 21.8 (CO<inf>2</inf>/N<inf>2</inf>) and 3.6 (CO<inf>2</inf>/O<inf>2</inf>). Overall, this study demonstrates the feasibility of CO<inf>2</inf> capture using polymeric membranes. The results highlight the need for advanced materials and improved system configurations to enhance CO<inf>2</inf> purity and efficiency, laying the foundation for future industrial-scale applications. © © 2025, AIDIC Servizi S.r.l.",3,0.6820771098136902
Elbasheer2025,Resilient Agri-food Supply Chains: Designing Cognitive User Interfaces with Hybrid Choice Models,"Elbasheer, Mohaiad and Longo, Francesco and Padovano, Antonio and Sammarco, Chiara",2025,Proceedings of the Summer School Francesco Turco,,"Decision Support Systems (DSSs) for supply chains harness vast data to generate actionable insights, yet their effectiveness often falls short when users vary in age, digital literacy, and experience. These usability gaps become critical in volatile agrifood networks, where resilience hinges on the unpredictable nature of disruptions. Addressing this, our research introduces a human-centric Cognitive User Interface (CUI) framework tailored for DSSs operating under disruption. We employ Hybrid Choice Models (HCMs) to capture how diverse users trade off interface attributes such as update frequency, visualization detail, and adaptability when facing stochastic shocks. By integrating psychometric measures and socioeconomic covariates into the choice model, this framework proposes a method to quantify the impact of individual preferences on interface selections and features to adapt them to users. Ultimately, our framework advances resilient DSS design by uniting data-driven insights with adaptive, accessible interfaces that foster both user confidence and supply chain stability. © 2025, AIDI-Italian Association of Industrial Operations Professors. All rights reserved.",,,,Scopus,"Resilient Agri-food Supply Chains: Designing Cognitive User Interfaces with Hybrid Choice Models Decision Support Systems (DSSs) for supply chains harness vast data to generate actionable insights, yet their effectiveness often falls short when users vary in age, digital literacy, and experience. These usability gaps become critical in volatile agrifood networks, where resilience hinges on the unpredictable nature of disruptions. Addressing this, our research introduces a human-centric Cognitive User Interface (CUI) framework tailored for DSSs operating under disruption. We employ Hybrid Choice Models (HCMs) to capture how diverse users trade off interface attributes such as update frequency, visualization detail, and adaptability when facing stochastic shocks. By integrating psychometric measures and socioeconomic covariates into the choice model, this framework proposes a method to quantify the impact of individual preferences on interface selections and features to adapt them to users. Ultimately, our framework advances resilient DSS design by uniting data-driven insights with adaptive, accessible interfaces that foster both user confidence and supply chain stability. © 2025, AIDI-Italian Association of Industrial Operations Professors. All rights reserved.",1,0.7335883975028992
Caprari2025,Cognitive Ergonomics Assessment in Manual and Collaborative Assembly Systems,"Caprari, Giulia and Katiraee, Niloofar and Berti, Nicola and Daria, Battini",2025,Proceedings of the Summer School Francesco Turco,,"Although manufacturing work environments have become increasingly automated, the principles derived from Industry 5.0 emphasize the creation of human-centered workplaces, where the resilience and social sustainability of the workforce are top organizational priorities. It emphasizes human well-being, collaboration between humans and machines, and the balanced management of physical and cognitive demands. This shift is particularly relevant in assembly environments, where, despite technological advancements, many tasks are still performed manually or with technological assistance, placing significant physical and cognitive demands on workers. While physical ergonomics has largely investigated the minimization of workload to jointly optimize system efficiency and workforce well-being, cognitive factors-such as decision-making, learning, and process monitoring-are increasingly acknowledged as critical elements of worker performance, particularly in collaborative and manual assembly systems. Understanding how these physical and cognitive demands interact has become essential for designing inclusive and sustainable work environments aligned with Industry 5.0 principles. In this work, we review the contributions of the last five years that have evaluated and detected cognitive workload and stress in assembly systems, aiming to identify which technologies and settings have been considered so far. By synthesizing existing research, this review provides valuable insights into cognitive ergonomics in assembly, resulting in a better understanding of current approaches and informing future research toward the development of more efficient, adaptive, and inclusive worker-centered systems. © 2025, AIDI-Italian Association of Industrial Operations Professors. All rights reserved.",,,,Scopus,"Cognitive Ergonomics Assessment in Manual and Collaborative Assembly Systems Although manufacturing work environments have become increasingly automated, the principles derived from Industry 5.0 emphasize the creation of human-centered workplaces, where the resilience and social sustainability of the workforce are top organizational priorities. It emphasizes human well-being, collaboration between humans and machines, and the balanced management of physical and cognitive demands. This shift is particularly relevant in assembly environments, where, despite technological advancements, many tasks are still performed manually or with technological assistance, placing significant physical and cognitive demands on workers. While physical ergonomics has largely investigated the minimization of workload to jointly optimize system efficiency and workforce well-being, cognitive factors-such as decision-making, learning, and process monitoring-are increasingly acknowledged as critical elements of worker performance, particularly in collaborative and manual assembly systems. Understanding how these physical and cognitive demands interact has become essential for designing inclusive and sustainable work environments aligned with Industry 5.0 principles. In this work, we review the contributions of the last five years that have evaluated and detected cognitive workload and stress in assembly systems, aiming to identify which technologies and settings have been considered so far. By synthesizing existing research, this review provides valuable insights into cognitive ergonomics in assembly, resulting in a better understanding of current approaches and informing future research toward the development of more efficient, adaptive, and inclusive worker-centered systems. © 2025, AIDI-Italian Association of Industrial Operations Professors. All rights reserved.",1,0.9357743263244629
